RegionID,SizeRank,RegionName,RegionType,StateName,1/13/18,1/20/18,1/27/18,2/3/18,2/10/18,2/17/18,2/24/18,3/3/18,3/10/18,3/17/18,3/24/18,3/31/18,4/7/18,4/14/18,4/21/18,4/28/18,5/5/18,5/12/18,5/19/18,5/26/18,6/2/18,6/9/18,6/16/18,6/23/18,6/30/18,7/7/18,7/14/18,7/21/18,7/28/18,8/4/18,8/11/18,8/18/18,8/25/18,9/1/18,9/8/18,9/15/18,9/22/18,9/29/18,10/6/18,10/13/18,10/20/18,10/27/18,11/3/18,11/10/18,11/17/18,11/24/18,12/1/18,12/8/18,12/15/18,12/22/18,12/29/18,1/5/19,1/12/19,1/19/19,1/26/19,2/2/19,2/9/19,2/16/19,2/23/19,3/2/19,3/9/19,3/16/19,3/23/19,3/30/19,4/6/19,4/13/19,4/20/19,4/27/19,5/4/19,5/11/19,5/18/19,5/25/19,6/1/19,6/8/19,6/15/19,6/22/19,6/29/19,7/6/19,7/13/19,7/20/19,7/27/19,8/3/19,8/10/19,8/17/19,8/24/19,8/31/19,9/7/19,9/14/19,9/21/19,9/28/19,10/5/19,10/12/19,10/19/19,10/26/19,11/2/19,11/9/19,11/16/19,11/23/19,11/30/19,12/7/19,12/14/19,12/21/19,12/28/19,1/4/20,1/11/20,1/18/20,1/25/20,2/1/20,2/8/20,2/15/20,2/22/20,2/29/20,3/7/20,3/14/20,3/21/20,3/28/20,4/4/20,4/11/20,4/18/20,4/25/20,5/2/20,5/9/20,5/16/20,5/23/20,5/30/20,6/6/20,6/13/20,6/20/20,6/27/20,7/4/20,7/11/20,7/18/20,7/25/20,8/1/20,8/8/20,8/15/20,8/22/20,8/29/20,9/5/20,9/12/20,9/19/20,9/26/20,10/3/20,10/10/20,10/17/20,10/24/20,10/31/20,11/7/20,11/14/20,11/21/20,11/28/20,12/5/20,12/12/20,12/19/20,12/26/20,1/2/21,1/9/21,1/16/21,1/23/21,1/30/21,2/6/21,2/13/21,2/20/21,2/27/21,3/6/21,3/13/21,3/20/21,3/27/21,4/3/21,4/10/21,4/17/21,4/24/21,5/1/21,5/8/21,5/15/21,5/22/21,5/29/21,6/5/21,6/12/21,6/19/21,6/26/21,7/3/21,7/10/21,7/17/21,7/24/21,7/31/21,8/7/21,8/14/21,8/21/21,8/28/21,9/4/21,9/11/21,9/18/21,9/25/21,10/2/21,10/9/21,10/16/21,10/23/21,10/30/21,11/6/21,11/13/21,11/20/21,11/27/21,12/4/21,12/11/21,12/18/21,12/25/21,1/1/22,1/8/22,1/15/22,1/22/22,1/29/22,2/5/22,2/12/22,2/19/22,2/26/22,3/5/22,3/12/22,3/19/22,3/26/22,4/2/22,4/9/22,4/16/22,4/23/22,4/30/22,5/7/22,5/14/22,5/21/22,5/28/22,6/4/22,6/11/22,6/18/22,6/25/22,7/2/22,7/9/22,7/16/22,7/23/22,7/30/22,8/6/22,8/13/22,8/20/22,8/27/22,9/3/22,9/10/22,9/17/22,9/24/22,10/1/22,10/8/22,10/15/22,10/22/22,10/29/22,11/5/22,11/12/22,11/19/22,11/26/22,12/3/22,12/10/22,12/17/22,12/24/22,12/31/22,1/7/23,1/14/23,1/21/23,1/28/23,2/4/23,2/11/23,2/18/23,2/25/23,3/4/23,3/11/23,3/18/23,3/25/23,4/1/23,4/8/23,4/15/23,4/22/23,4/29/23,5/6/23,5/13/23,5/20/23,5/27/23,6/3/23,6/10/23,6/17/23,6/24/23,7/1/23,7/8/23,7/15/23,7/22/23,7/29/23,8/5/23,8/12/23,8/19/23,8/26/23,9/2/23
395170,269,"Tupelo, MS",msa,MS,185000,187000,185000,187950,187000,189000,192250,192700,192450,195350,194750,192000,189900,192000,193250,199700,197000,187780,189000,189000,189950,187560,187345,185900,189000,189000,189000,189000,188950,189000,189900,189000,189950,193500,189950,189300,189600,187000,179950,180000,181500,184950,180950,184950,184900,185000,185000,185000,184900,184900,186500,187500,185250,189900,189950,192250,190500,189500,189500,189900,199900,202000,214900,215000,204950,214900,219900,219450,218000,215000,218000,215000,215000,218250,217450,215000,212900,209000,209450,204000,204500,202500,199999,199900,199900,204950,199900,199900,199000,194950,190000,189900,189900,192450,189900,189900,189900,189900,189900,189900,190000,194450,189900,189900,189900,189900,189900,189900,189900,189900,189900,189900,189900,189900,195000,198323,198645,198645,195250,198000,199900,198323,195500,198000,199500,199900,209500,207000,209450,211900,215000,213500,211950,211000,208000,204450,209000,214900,205950,199273,204000,209000,213500,212000,215000,215000,217000,219000,229450,225000,219900,219900,219000,215000,215250,215500,215000,219000,215000,199000,203000,199950,199995,199950,199990,199500,209000,199970,215000,214900,212500,204900,199700,199900,193500,194900,195000,193500,199950,200000,199250,199250,199900,199000,199000,195000,199900,199500,199250,199000,196500,199900,199000,192500,210000,214900,203200,199999,209000,209000,214700,219000,215000,214950,214900,219000,219000,215000,214900,219450,214900,219500,219000,219000,214450,213500,202500,214700,222400,225000,240000,249950,245000,239900,230000,229000,225000,230000,230000,235000,229500,229700,237500,230000,229500,229500,229250,225000,229500,225000,229000,225000,224999,219000,219000,219900,225900,220000,219950,220000,219900,219900,225000,227000,229000,225000,225000,225500,225000,225000,225000,225000,225000,225000,225000,225000,225000,229000,229000,229900,229000,225000,224900,215000,210900,219500,,221000,224900,229500,229700,225000,220000,225000,229900,225000,229700,225000,228000,222500,219900,219900,219000,219000,225000
394393,270,"Bloomington, IN",msa,IN,239900,239900,240000,253889,255000,259900,259900,259900,265000,269950,266450,275000,275000,269950,275000,275000,272400,269500,269700,269250,259900,259900,259900,265500,265500,263875,259250,255000,249900,249900,249900,249900,249900,249895,248000,249900,250000,253500,259900,256000,250000,250000,250000,250000,250000,250000,249900,249900,245000,249000,249000,249900,249000,242450,240000,244900,249000,249900,250000,260000,269000,269450,269900,274900,279000,279900,279900,279900,279900,275000,274950,279900,275000,275000,269900,264000,260000,264450,259900,250000,255000,254900,254950,250000,250000,254500,252250,252225,252225,252225,250000,250000,250000,249900,244900,244900,246700,247700,250000,248700,249900,249900,249900,249500,249900,250000,250000,250000,259900,259500,259700,263000,269900,276250,279900,275000,275900,278825,279000,275000,275450,275000,270000,275000,275000,275900,275000,284400,284900,287000,289500,289000,289900,290000,291750,296500,299000,294200,298000,299900,299000,295000,299900,314900,299000,294900,285000,280000,269900,265000,265000,265000,264950,275000,277000,282000,276500,270000,289900,284900,299950,299900,292500,272450,279900,269900,289900,289000,289900,279000,279000,289900,289950,302450,299900,270000,279950,267500,250000,269660,255000,269660,269950,262000,269900,261000,254900,249900,255000,254900,254950,255000,266250,264900,264900,264900,264900,259950,264900,250000,252450,259700,259950,249900,259900,249950,250000,249000,250000,250000,260000,269900,249950,269900,259900,268250,269900,279900,299000,274900,307500,306500,307000,315000,309000,310000,306000,300000,299000,309000,315000,309000,309900,300000,299999,299900,308500,304889,304889,301900,309000,317500,314450,315000,318500,319900,305450,302500,308950,300000,299900,297500,295000,289000,285000,279000,279900,273000,272500,272000,269000,269900,259950,269900,276950,276950,287450,299000,299000,305175,299900,309900,325000,319000,340000,340200,339900,349900,352450,349950,339500,327250,348000,356900,370000,374000,370000,374900,380000,379900,354000,359900,370000,368500,359900
394930,271,"Odessa, TX",msa,TX,188105,189900,197500,199000,199900,202093,203093,204000,205000,207000,210000,212000,216000,219900,235000,230000,235000,240000,249000,240000,242450,260000,259000,260000,249500,260000,259000,249950,259000,249450,239950,245000,249950,249950,255000,266000,257500,255000,250000,250000,250000,255000,250000,250000,250000,250000,252500,255900,259500,259000,260000,258000,250000,249900,250000,250000,256950,269950,275250,275000,285000,285000,285000,298700,298700,290000,290000,279900,288000,279000,284917,294950,289950,274000,271250,274900,274950,274900,271250,283500,289900,279900,275000,267450,273750,289450,288350,275000,285000,284950,279900,279950,284900,284950,289000,286000,282250,275000,285000,282900,275000,279950,282700,280950,279900,275000,275000,280000,284900,285000,279900,289000,283000,285000,280000,279950,274450,269900,273000,269900,268900,269250,269700,269000,269700,273900,274900,275000,275000,276900,275950,275000,275000,275000,274900,269900,265000,264000,259900,260000,258800,255000,254900,249700,245250,236000,240000,238250,235000,235000,235000,234700,230000,231000,230000,230000,229990,225000,225000,219995,220000,225000,225000,225000,225000,225000,225000,229000,230000,229925,235000,231250,235000,239000,239000,239000,235000,230000,230000,232500,235000,234900,229000,230000,229450,230000,230000,236500,238000,236500,239900,239000,239900,238500,236450,235000,225000,225000,230000,230500,229900,225000,225000,225000,225000,225000,225000,225000,225000,225000,229000,225000,228500,229900,229900,229900,225000,225000,229450,230000,235000,230000,230000,230000,234900,230000,230000,235000,235000,235000,237500,235000,240000,249900,255000,249900,250000,249900,249950,249900,249450,246900,245750,244900,246900,249900,248275,239900,239900,239900,239900,239900,239900,239900,239900,239900,239900,240000,240000,240000,239900,245000,240000,239900,239900,240000,240000,235000,239000,239900,239000,239000,239000,237000,239500,249500,249900,,,250000,244950,252450,257400,255000,254450,250000,249950,254950,259900,254000,254000,261000,269000,269999,268000
394710,272,"Jackson, MI",msa,MI,139950,139900,140000,139900,144900,144900,139950,139900,139900,139900,139900,139900,147215,154950,158250,158000,153500,155500,160000,165000,162500,165880,164900,162000,164900,163250,165500,159900,159900,160000,160000,160000,162900,164900,159900,159900,159900,162900,159900,159900,164900,159900,159900,159900,159900,159900,159900,164900,159900,155500,154900,156250,157000,159900,159900,159900,159500,159900,173450,174900,171000,180000,189400,,174900,179250,194950,194950,185500,189900,190000,194900,194900,198750,194400,184700,185450,184500,180000,179900,179900,179900,174900,172500,172700,172000,169900,169900,169000,164900,164900,165000,165000,169900,169450,165000,166450,165000,168450,165000,165256,160000,160000,159900,159450,157500,159000,154900,154925,145000,145000,155000,158450,159900,168000,169900,169000,169950,170950,175000,172950,174900,176000,179900,189900,189000,191500,195000,205900,199900,205000,205900,200000,209900,198950,199900,199450,197000,199900,207450,209900,209450,201905,209900,209000,199900,194000,199000,181950,185400,175000,169950,169900,169900,161200,169900,159900,159900,147450,149900,145000,162500,149950,149900,164900,171450,167450,160000,150000,169000,160000,169900,173950,179900,173000,169900,179900,185900,189000,179900,192500,179900,179900,185000,189900,182500,182500,186000,179900,179900,183700,184900,179900,184900,180000,182500,179900,174900,169900,169900,164700,155000,154900,154900,150000,149000,145000,142250,145000,149900,149900,149900,149900,150000,159900,154900,150000,154950,159400,169900,167000,168450,168950,177900,170000,174900,174900,177900,179900,180000,189900,185900,189900,199700,209450,209000,199900,195000,194950,194950,189900,209900,210000,209900,202450,207400,210000,219900,215000,202450,199900,194900,191592,190000,192000,190000,189900,187500,187500,182450,179900,177450,169900,169900,179900,185000,179900,199900,194900,199999,216000,220000,215000,219500,215000,239900,239900,235000,239900,244450,249000,249950,244450,249000,249900,249900,245000,242450,225000,225000,220000,220000,219900,219900,219900
395125,273,"State College, PA",msa,PA,249900,250000,250000,259450,279000,291950,307000,311200,312500,313700,319950,329000,323750,343450,329900,323500,322500,307000,299450,295824,299700,315000,309900,320000,320000,299900,299000,297412,299000,294000,293500,287950,290000,289900,279900,280000,280995,279900,272900,268745,259900,259900,259400,259900,268745,262450,272500,259900,242500,239900,240000,256500,272500,272900,284900,287800,286900,283950,299000,299900,309900,319900,324500,324500,327000,334750,335000,329450,329000,327500,321900,321900,327000,327000,319000,319000,319999,320950,314900,317000,310000,308450,314950,309900,308450,314500,319000,309950,306000,298450,292900,289900,275000,282000,275000,269000,275000,275000,275000,274900,265000,270445,264500,262000,265000,264950,269900,287000,276750,292450,297000,300000,309900,305000,310500,310500,319900,317000,319950,319900,329900,329900,320000,319900,329900,333800,334900,329900,333800,330000,331850,349900,340000,339900,345000,345000,345000,339900,324450,319450,321900,318950,315000,330000,325000,313995,325000,319000,308250,321500,315000,309900,299900,307900,325000,305900,296700,296250,294950,294950,307500,310000,314950,334900,325000,338000,347900,345000,322000,314950,318500,338500,338750,339000,329900,354500,350000,325200,299900,309950,319000,317000,289900,287445,289900,289900,286950,289000,284900,279000,279900,279990,279000,264900,264450,249000,248750,255000,259450,250000,274950,250000,255000,265000,275000,275000,275000,275000,256200,279900,289450,299000,299000,319900,309900,322450,324900,299500,300000,309900,304950,339900,309500,324000,312450,305000,325000,339000,295000,349700,349000,339900,350000,349900,335000,329950,345000,344000,349450,355000,369950,369900,359900,372450,369900,359950,349500,344450,330000,329000,349450,349000,299825,299900,299700,299500,279900,259900,259900,259450,252450,255000,255000,249900,249200,289900,286950,284500,299000,310000,339900,339450,344900,349900,354900,364900,387350,399000,394200,394200,387900,398500,399900,399900,391450,375000,391450,399900,389000,419950,385000,379500,412450,389900,399450
395079,274,"Sebastian, FL",msa,FL,349900,350000,345000,343000,339950,334900,334900,339550,348000,343700,349000,345000,349900,349500,349900,349900,349000,345000,340000,339900,339000,339900,339700,339000,337750,339000,334500,339000,335500,329900,330000,335000,334900,355000,359000,350000,339000,339700,337000,335000,336000,338500,337000,335000,334950,339000,335000,339000,334950,339000,345000,345000,345000,335000,339000,339500,343500,339000,344200,339900,339900,335000,334000,334000,329000,329000,329900,329250,325000,325000,325000,324400,324400,323900,324900,320000,324900,323900,321500,324900,320000,320000,322900,325000,329000,329999,330000,330000,333500,339000,344000,349000,349000,348250,340000,339900,335900,330000,330000,329000,329000,327000,334950,335000,329000,329350,329999,330000,330000,329350,331000,335000,330000,329000,320000,319900,319000,319000,320750,325000,325000,320000,319900,317500,319900,319900,319900,319950,322250,319000,315950,319000,322250,320000,324900,320000,320000,324000,319450,325000,,349000,349900,350000,350000,349450,349000,346500,339000,340000,340000,340000,340000,339000,344900,339900,339000,327450,330000,339450,339000,325900,332750,320000,320000,325000,324950,334900,340000,349900,345000,350000,350000,340000,350000,369990,342500,339900,339900,359990,349900,331500,328450,329900,330000,325000,325000,329000,325000,325000,338500,335900,339000,349000,350000,365000,365000,379000,379000,385000,380000,369500,395000,412500,398000,395000,395000,395000,396000,399995,399900,397000,399450,399000,392450,379450,397000,375000,385000,389000,399900,400000,379000,399900,400000,410000,400000,400000,400000,415000,400000,400000,400000,400000,400000,399900,399900,399900,399000,399000,399900,400000,402500,409995,400000,399900,413500,410000,410000,415000,419000,414900,415000,420000,420000,415000,410000,415000,410000,408944,409000,414900,415000,414900,427000,429950,425000,420000,419990,419900,424000,419900,424950,425000,410325,409950,407650,400000,414125,399999,399250,399900,410000,402500,423000,425000,429900,429000,430000,429000,439000,429700,429250,433000,449000
394814,275,"Madera, CA",msa,CA,324900,324900,319450,325000,325000,325500,325000,325000,325000,324900,321500,325000,320000,315000,315000,319975,321500,325000,320000,319250,319250,320000,319950,315000,315000,317500,306225,310000,310000,310000,309975,310000,317000,317000,309950,314950,312400,312500,312400,310000,310000,310000,310000,305000,309450,319900,319900,320000,324000,325000,329000,329000,325000,325000,328900,328450,325000,325000,320000,324900,328950,328400,327445,330000,335000,335000,333545,334500,330000,339900,339900,347450,349500,349500,349500,347450,349500,349250,349000,340000,340000,344900,340000,345000,344000,340000,339900,339000,339000,339000,339925,336000,335000,335000,339000,335000,335000,338000,336000,329950,335000,335000,339000,339000,335000,336000,335000,339975,339900,341000,342000,339950,345000,345000,340000,337000,338000,336975,335000,335000,339000,339000,336950,337475,340000,349900,348950,349900,350000,350000,350000,350000,365000,370000,379000,379000,385000,379900,386000,389000,382450,385000,385000,388500,388000,389000,389000,388500,389000,399900,405000,397250,385000,389000,398000,402450,399000,399900,399000,400000,410000,427000,432000,427000,439950,449000,445200,450000,467000,450000,428975,410000,425000,415000,430000,440000,442875,439000,440000,449000,445750,436500,435000,438000,425000,427250,439000,439900,426500,429000,439000,439000,442500,439000,451500,460000,460000,470000,464000,459000,485000,475000,472910,493000,492778,485000,479000,472910,475000,479975,499000,492500,477500,475000,473955,459900,465000,465283,484310,524500,494900,495000,498000,499000,515000,500000,500000,499950,499950,514900,499500,499500,499000,486000,475000,486000,489500,489000,475000,475000,475000,475000,479000,495000,479900,479900,476250,474450,469950,469250,469000,469900,469000,469000,462500,469000,467000,467000,469700,474900,469000,464950,464900,464325,464900,464950,475000,475000,475000,469250,465000,469500,475000,479000,491990,509999,506053,499250,499879,502106,517000,525000,517000,499000,499950,501053,515000,526000,529000,529500,530000,539000,530000,521000,523500
394523,276,"Decatur, AL",msa,AL,175900,177200,177662,176450,174900,174900,174900,174500,175950,178000,179900,184900,184900,189900,185000,181900,179900,179900,184900,185000,185000,179900,179950,181931,189250,190000,189900,189000,185000,180000,183700,184900,189500,189900,190000,189900,189900,188495,188291,189000,185950,185900,185950,185000,187000,189000,189900,185450,189610,191000,189900,189900,189671,185950,189671,189900,185900,189441,189900,189900,189900,189900,189900,189900,189900,189900,193500,193966,195450,199900,194900,199900,199900,199900,199900,201488,199900,199900,205000,209950,214900,209900,209450,199900,199000,199900,209900,207000,209900,214900,205000,200000,199900,199900,199900,199900,200000,202500,199900,199900,193900,192950,199999,200193,200000,202193,204900,200445,199900,199950,209000,209500,204500,211000,209500,215900,219000,219900,224285,221000,224900,223195,224900,223150,224450,217500,215900,214950,215450,209450,210000,205000,209000,227008,229900,229900,225000,225000,225000,225000,225000,229000,229900,229000,222450,219900,225000,225000,225000,235000,246950,225000,219900,217345,213700,219450,219900,219450,245450,222400,225000,224950,238000,204500,219900,244450,229750,259900,254950,250000,247450,247500,262500,299300,290000,294300,285450,274900,279000,274950,274950,272000,270000,259900,259900,269900,272000,262450,264500,258400,260000,259900,249900,259900,259700,269900,279900,270000,269250,269000,269000,275000,279000,265000,274900,264999,264440,267000,262450,249900,250000,266500,255450,265000,274900,273180,273700,270900,268450,259950,267450,260000,249228,240000,274950,262000,269900,279900,283831,268950,260000,285000,285000,259900,272000,274832,267450,274832,279000,278000,288451,289450,289000,289900,285900,287450,289450,279900,275900,289900,292500,299888,289950,280900,278400,275450,280000,280000,299900,290000,294938,307450,316000,290000,305000,299450,295000,284500,279900,286245,299000,299900,307450,299999,311900,309900,319900,334750,334750,341200,325900,335000,335000,319900,315500,309450,299999,312000,312000,299900,306349,299950,305000,311000,322000
394453,277,"Chambersburg, PA",msa,PA,187000,184900,184900,185950,189000,184900,184900,184900,184900,187500,189900,189900,189900,194900,189945,190000,194950,194950,198000,195000,197500,198950,199700,198000,194900,199000,199250,199900,199900,199900,199900,199900,199000,199900,204999,205000,199900,199500,199950,199900,199900,199900,199000,199000,199000,199000,195000,191000,194900,192000,192000,190000,189900,189950,194900,196950,195000,197500,195450,199500,199000,195450,199900,199900,201000,199900,203000,209900,214900,209900,209900,209271,209900,200000,205000,209000,204900,202500,209900,209900,214450,213450,211450,209950,202000,209900,210500,214900,211000,213900,214950,215000,214950,213900,218000,214900,209900,204900,209450,209000,204900,209000,209900,209000,209900,209900,215000,219450,216450,219900,219900,219400,219900,214950,214900,215900,219450,219950,219900,219900,222450,219900,219450,215000,215000,216000,224000,219900,209900,221200,234900,234900,233900,229900,229900,229900,229900,229900,229950,229700,214900,214900,199900,210000,215000,212000,219900,222500,215000,214700,214000,215900,209900,215900,216900,215000,224900,220000,217450,222500,226750,220000,222450,227750,229950,230000,214950,198900,214950,219900,224900,239900,234900,225000,229950,226900,233000,234900,229900,217500,215000,224900,235000,224900,224950,229900,225000,219900,215450,209000,219900,224950,211950,219900,210950,214900,213450,210000,212000,214900,209900,213450,209900,219900,219900,219900,219900,216000,219900,242450,234900,217950,214900,225000,239900,248500,222450,242450,229900,239900,249900,260000,259900,249900,269900,263500,267000,259900,284900,275000,274950,260000,269900,259000,264900,259900,254900,254950,250000,259900,259950,260000,260000,279900,279900,272450,264500,264950,269950,269900,264950,279000,275000,265000,267450,265000,274900,269900,270000,274900,279900,279900,279999,279950,289900,279950,286445,299950,289500,299900,299900,289900,299450,300000,299450,299950,282450,285000,299450,295000,299450,309900,310350,299900,299900,304500,314900,295000,295000,300000,305000,299900,299900,297900,314900
395193,278,"Vineland, NJ",msa,NJ,135000,135000,135000,135000,135000,136000,137450,138450,139900,139900,139000,139900,140000,143000,147000,145000,145950,147700,149900,149895,149000,149900,149500,149900,149900,149900,149900,150000,149900,149900,149900,149900,149900,149900,150000,149900,149900,149900,149900,149900,149900,149900,149900,149000,146950,145900,146900,144950,145000,145000,144900,144900,,139900,140000,,144900,141999,142000,142900,142900,142450,140000,142900,144900,144900,145000,145000,147500,148000,149250,149250,149900,149900,150000,150000,152000,154900,155000,155000,150000,152000,154450,153250,154900,154900,154900,155000,157500,157900,157000,156000,155000,154900,154900,154900,154900,150000,150000,149900,149900,149900,150000,150000,150000,151450,154900,155000,159950,164900,165000,164900,165000,162500,161000,162500,164900,165000,165000,165000,165000,165000,165000,165000,165000,169500,168000,165000,165000,164900,159000,159000,155000,159900,155000,152900,159950,157000,160000,165000,165000,165450,165000,150000,159000,154900,159450,159000,159900,165000,165000,159950,159900,159900,159900,159900,160000,159900,159000,159900,159900,159900,159900,152500,150000,155000,165000,165000,164000,168500,162000,168000,167250,169900,170000,178500,175900,179950,189000,189000,189000,189900,187500,185000,180000,179950,177950,185000,181000,188450,187000,183500,180000,182000,185000,185000,189950,185000,189900,185500,183700,185000,189900,194450,195000,190000,189900,195000,191900,195000,189950,189250,189500,189000,189900,189900,189900,195000,199900,189900,194900,199900,199900,199995,205000,209900,210000,205000,209950,215000,215000,222450,220000,219000,219000,219900,219900,225000,220000,220000,224900,224999,225000,225000,229900,234900,239000,235000,239900,239900,239900,240000,239000,235000,234950,232500,235000,236450,237950,235000,235000,229900,229950,235000,237000,234900,234950,229900,239900,239900,239900,239000,245000,249000,250000,249962,245000,249900,245000,239900,229000,230000,230000,245000,239900,230000,229000,239000,244950,240000,244900,247000,242450,249900,245000
394703,279,"Idaho Falls, ID",msa,ID,235000,238000,240000,240000,245000,249200,245000,255000,266250,259000,255000,259450,259900,250000,249900,249000,249950,250000,250000,251500,250000,250000,251895,254500,258000,250000,250000,250000,249900,249700,249900,250000,258450,259250,259250,260000,265000,264000,264950,260000,260000,260000,264450,259900,258750,260000,259900,259900,259650,257500,259850,255000,255000,256950,269450,267000,272450,274900,276500,270000,279000,270000,285000,290000,280000,289900,290950,289700,280000,274900,275000,277000,279450,286000,285000,288000,288900,289900,289900,289000,285000,289000,285000,280000,285000,286750,290000,294900,295000,295000,289000,289000,280000,279000,279900,275000,279000,279000,279500,275900,279900,282500,285000,285000,280000,285000,285000,285000,289000,292450,295000,299000,309000,313000,299000,302500,309900,310000,304000,309900,315000,315000,315000,324750,328500,335000,329500,330900,330000,329000,327000,329000,328500,325000,340000,336500,340000,,350000,350000,342500,340000,345000,334350,338000,347000,345000,337000,339450,349000,350000,350000,370000,372500,372500,380000,339950,317500,330000,370000,380000,375000,380000,372500,375000,380000,369500,392500,395000,399500,397450,405000,402500,415000,444950,430000,456000,439900,430000,435000,430000,420000,419900,400000,424571,430000,435000,434900,437000,440000,449900,440000,439450,435000,440000,450000,448000,444000,449000,446000,449700,428000,448750,437450,430000,428500,420000,429500,440000,444950,475000,489000,515000,530000,510000,495000,475000,490000,490000,485000,505000,537000,525000,525000,545000,520000,542450,519900,510000,495000,495000,475000,475000,475000,475000,460000,455000,450000,450000,440000,440000,440000,437500,449000,449950,440000,446750,445000,432500,439999,435000,430000,425000,425000,425000,425000,422450,425000,419000,420000,419000,424900,425000,434900,440000,440000,446750,449950,465000,465000,470000,477000,479900,479000,489999,480000,485000,487000,485000,487750,479900,479950,475000,468000,469900,472000,469900,452500,450000,450000,448000,439000,439000,449900,449000
394639,280,"Grand Junction, CO",msa,CO,285000,284201,280000,278000,280000,280000,280000,279900,279900,280000,285000,285900,289894,289888,289888,285000,285250,289900,285000,287500,289900,299000,299000,299000,299995,299900,299900,298000,295000,289900,289900,285000,286750,295000,299000,299000,299900,299999,307000,299900,299900,310000,314900,312500,314850,315000,315000,318250,317000,315000,319000,314900,308750,309900,314875,315000,312000,312250,314900,315000,313675,334500,338000,346650,334450,329450,340000,339900,345000,346000,348000,349999,349900,347250,337250,343750,345000,347200,349000,349900,345000,345000,349900,350000,352450,354450,350000,339900,339900,339000,340000,339000,335950,339700,339500,339500,337750,339000,340000,339900,339700,337000,345000,345000,345900,350000,349900,349900,359900,365000,359900,369900,369900,369900,368900,370000,370000,369900,368500,363414,355000,369625,371450,364450,359900,359900,369900,373750,369900,369900,369900,365000,365000,364500,369900,369900,362250,359900,359000,359000,377900,377900,379900,379900,379900,396600,399500,399000,399900,391850,410000,399900,399500,398000,420000,439000,432500,397250,404700,415000,425000,425000,426450,429999,379900,397500,419999,426250,399250,415000,384000,391400,394800,395000,399900,410000,424900,425000,420000,425000,399900,425000,430000,415000,412000,411999,409000,414900,400000,400000,409900,410000,405750,415000,418000,415000,412000,409450,410000,399999,410000,413250,420000,429000,435000,453000,456250,456000,439500,442000,454998,456000,437500,429000,429000,432500,459000,449900,479450,475000,470000,450000,454800,455000,450000,465000,459000,470000,469000,474900,460000,470000,464900,449000,449995,456000,450000,449900,452500,450000,465000,459900,459450,461500,469000,464000,459900,459000,459900,459900,451000,454105,459900,460000,465000,460000,465000,466050,469514,469950,468900,468200,468950,470000,475000,470000,467900,469900,474250,475000,496250,499900,500000,508350,499000,497500,499999,499000,499000,492700,494950,490000,489600,479825,479375,485000,498250,489514,484900,488000,493750,488064,485000,490000,479127
394563,281,"Elizabethtown, KY",msa,KY,169995,169900,169900,169900,172500,175000,174200,175900,179000,179900,179900,184000,189625,189000,184900,184900,189900,190200,192000,189900,189900,199850,199000,195000,199000,196000,197500,198750,199900,199500,199900,199900,199250,189900,189900,189500,189900,189250,189900,189900,193000,189900,194450,195500,198450,199250,194950,194900,195500,195000,198750,198200,197250,198200,197900,195250,195000,197500,199925,199900,206450,206450,209900,209500,209950,210000,209900,209925,205000,210000,212500,212000,210000,212700,212500,209950,209000,209950,209925,210000,210000,210000,211900,214500,214999,217250,215950,215000,215000,215000,215000,216700,219000,219900,215000,215000,215000,215900,219900,219000,219900,219000,219900,219000,219900,219000,215900,215000,215000,215000,216700,219950,219950,215000,219000,215000,215000,217500,215900,222400,223450,228200,225000,232000,219000,214900,219900,225450,226900,222000,231400,225000,218000,220000,220000,229000,219900,219900,214900,217000,224900,219000,214950,215000,220000,207000,195000,199000,194000,194900,198500,194950,197000,195000,198500,196750,189900,189900,191950,189900,214900,200000,200000,213700,201999,214900,219900,225000,230000,222500,225000,232450,208000,219900,225000,224900,229900,232450,225000,234950,225000,229900,245000,240950,250000,249900,249000,245000,264450,250000,250000,250000,248250,248250,247500,249900,249000,249000,249850,247000,249900,239900,246250,236250,229900,219950,214000,205000,209900,210000,219000,224900,214900,214950,219000,221950,244950,242450,225000,225000,239900,239900,239900,249900,251000,259900,265000,259900,249900,265000,267000,249900,249900,259900,260000,268500,266500,264950,269900,269450,269900,259900,256250,260000,279900,279900,279000,275000,284000,279900,275000,276500,275000,274999,279450,274999,276800,270000,274200,272500,269900,269450,273700,269900,269900,275000,282450,279900,284945,279900,284945,284900,280000,281900,280950,289000,294900,309000,289990,289945,289990,297000,309000,299900,299900,299450,299900,302495,302495,314950,309000,317000,309000,309000,309250
