RegionID,SizeRank,RegionName,RegionType,StateName,1/13/18,1/20/18,1/27/18,2/3/18,2/10/18,2/17/18,2/24/18,3/3/18,3/10/18,3/17/18,3/24/18,3/31/18,4/7/18,4/14/18,4/21/18,4/28/18,5/5/18,5/12/18,5/19/18,5/26/18,6/2/18,6/9/18,6/16/18,6/23/18,6/30/18,7/7/18,7/14/18,7/21/18,7/28/18,8/4/18,8/11/18,8/18/18,8/25/18,9/1/18,9/8/18,9/15/18,9/22/18,9/29/18,10/6/18,10/13/18,10/20/18,10/27/18,11/3/18,11/10/18,11/17/18,11/24/18,12/1/18,12/8/18,12/15/18,12/22/18,12/29/18,1/5/19,1/12/19,1/19/19,1/26/19,2/2/19,2/9/19,2/16/19,2/23/19,3/2/19,3/9/19,3/16/19,3/23/19,3/30/19,4/6/19,4/13/19,4/20/19,4/27/19,5/4/19,5/11/19,5/18/19,5/25/19,6/1/19,6/8/19,6/15/19,6/22/19,6/29/19,7/6/19,7/13/19,7/20/19,7/27/19,8/3/19,8/10/19,8/17/19,8/24/19,8/31/19,9/7/19,9/14/19,9/21/19,9/28/19,10/5/19,10/12/19,10/19/19,10/26/19,11/2/19,11/9/19,11/16/19,11/23/19,11/30/19,12/7/19,12/14/19,12/21/19,12/28/19,1/4/20,1/11/20,1/18/20,1/25/20,2/1/20,2/8/20,2/15/20,2/22/20,2/29/20,3/7/20,3/14/20,3/21/20,3/28/20,4/4/20,4/11/20,4/18/20,4/25/20,5/2/20,5/9/20,5/16/20,5/23/20,5/30/20,6/6/20,6/13/20,6/20/20,6/27/20,7/4/20,7/11/20,7/18/20,7/25/20,8/1/20,8/8/20,8/15/20,8/22/20,8/29/20,9/5/20,9/12/20,9/19/20,9/26/20,10/3/20,10/10/20,10/17/20,10/24/20,10/31/20,11/7/20,11/14/20,11/21/20,11/28/20,12/5/20,12/12/20,12/19/20,12/26/20,1/2/21,1/9/21,1/16/21,1/23/21,1/30/21,2/6/21,2/13/21,2/20/21,2/27/21,3/6/21,3/13/21,3/20/21,3/27/21,4/3/21,4/10/21,4/17/21,4/24/21,5/1/21,5/8/21,5/15/21,5/22/21,5/29/21,6/5/21,6/12/21,6/19/21,6/26/21,7/3/21,7/10/21,7/17/21,7/24/21,7/31/21,8/7/21,8/14/21,8/21/21,8/28/21,9/4/21,9/11/21,9/18/21,9/25/21,10/2/21,10/9/21,10/16/21,10/23/21,10/30/21,11/6/21,11/13/21,11/20/21,11/27/21,12/4/21,12/11/21,12/18/21,12/25/21,1/1/22,1/8/22,1/15/22,1/22/22,1/29/22,2/5/22,2/12/22,2/19/22,2/26/22,3/5/22,3/12/22,3/19/22,3/26/22,4/2/22,4/9/22,4/16/22,4/23/22,4/30/22,5/7/22,5/14/22,5/21/22,5/28/22,6/4/22,6/11/22,6/18/22,6/25/22,7/2/22,7/9/22,7/16/22,7/23/22,7/30/22,8/6/22,8/13/22,8/20/22,8/27/22,9/3/22,9/10/22,9/17/22,9/24/22,10/1/22,10/8/22,10/15/22,10/22/22,10/29/22,11/5/22,11/12/22,11/19/22,11/26/22,12/3/22,12/10/22,12/17/22,12/24/22,12/31/22,1/7/23,1/14/23,1/21/23,1/28/23,2/4/23,2/11/23,2/18/23,2/25/23,3/4/23,3/11/23,3/18/23,3/25/23,4/1/23,4/8/23,4/15/23,4/22/23,4/29/23,5/6/23,5/13/23,5/20/23,5/27/23,6/3/23,6/10/23,6/17/23,6/24/23,7/1/23,7/8/23,7/15/23,7/22/23,7/29/23,8/5/23,8/12/23,8/19/23,8/26/23,9/2/23
395124,529,"Starkville, MS",msa,MS,249000,257750,253490,249450,255700,255700,265000,266500,258200,256500,249900,249850,249900,249800,259000,245000,244950,245900,245000,244760,239900,239900,239000,236950,239450,241000,239900,236700,239900,239900,237750,239450,239900,238375,239000,234799,237750,244750,243750,243750,244500,245250,245500,245000,249900,249900,250450,253900,253900,254450,255000,253900,255750,255000,257900,258400,257900,255750,254450,257900,249900,249900,249950,249950,254450,255000,249900,248850,257900,257799,257850,253900,254450,255000,250000,249775,249825,257900,259900,260820,261640,259900,261640,263270,257900,260900,257900,261640,261640,264900,260900,263270,261640,261640,261640,258500,258500,258000,259000,254625,259000,257450,253950,253950,260815,263270,265000,264950,265900,269900,269900,269900,265860,265860,265860,265860,265860,264900,264000,269900,265860,259900,249900,249500,247000,249900,255000,258750,265000,265000,265000,264000,264900,259000,259000,258500,259000,237500,238000,234900,236750,235000,239200,239950,239900,254450,264450,261950,259900,238500,229000,222450,222450,195000,209900,212500,215000,201500,195000,201500,195000,209900,209900,214950,215250,210000,215000,212400,217500,224400,223799,225000,225000,223799,230000,240000,246450,265000,247000,220000,210000,204950,206950,192900,189900,192500,190000,190000,190000,196500,198450,189900,189900,189900,184900,179900,193950,199450,198450,198900,184000,193500,189000,179000,179000,193000,199900,197000,199900,197000,199950,204950,,274900,242500,245000,274900,259900,269900,274900,289950,275000,275000,294375,290000,281000,285000,285000,285000,299000,299000,294500,299000,299000,310950,311000,319000,324900,321950,319000,317000,287000,280450,277450,275000,272000,274450,274500,277450,269500,269750,277450,299000,275000,279900,270000,251200,260000,260000,267500,251200,270000,279850,270000,270000,274950,286500,289000,289450,289900,297000,264500,247000,269900,267450,269950,269900,289000,324900,272400,274900,298250,309900,299900,298250,316450,340000,334950,320000,334500,330000,330000,329500,344450,348700
394443,530,"Carlsbad, NM",msa,NM,179700,182250,186500,198000,183750,185000,188500,181000,180000,183500,189000,199000,191995,189000,199000,205000,215000,215000,210000,215000,215000,215000,219950,215000,215000,225000,217500,215000,215000,212500,215000,215000,200000,215000,235000,235000,235000,235000,235000,233500,235000,235000,235000,227500,225000,237000,236450,229000,230000,225000,220000,215000,228000,230000,228950,230000,230000,230000,229000,224500,225000,225000,230000,227500,227250,225000,235000,250000,257000,264750,262300,264900,264600,262300,265000,268000,269900,269153,272300,269950,272300,272300,275000,274755,274755,274605,275000,275000,277438,275150,275000,275000,274510,273853,273346,273261,273346,273000,270000,273000,271673,271673,273853,274850,274478,273853,273600,268000,270800,276600,274925,279900,284455,285385,285515,285515,285900,285900,285900,283881,282931,282931,284900,280500,280700,279650,275000,276600,275000,275000,275000,258600,258338,258000,255000,255900,265215,269900,267108,269000,263000,258500,255000,264000,275000,277800,276600,255900,263000,269700,267000,266000,250000,251000,250000,250000,240000,250000,250000,250000,233950,231500,229500,233000,230000,230000,230000,228800,225000,225000,223500,225000,233000,249000,250000,250000,242500,240500,235000,243700,248250,248250,242000,240500,240000,240250,240000,239000,237000,235500,230000,235000,235000,237000,238000,238000,237000,230425,239000,238000,230850,230000,230000,230000,230425,225000,229000,230000,229750,239000,239000,239000,240000,239000,245410,242000,239000,239450,242000,238950,239000,239900,240950,237950,236450,239000,234999,230000,230000,229500,229950,235000,234950,230000,235000,230000,224950,225000,230000,235000,230000,239000,238000,237000,237000,229750,229750,227250,228500,228000,228750,228750,228000,229000,235000,237450,239900,247450,250000,253500,250000,270000,273000,280000,280000,280000,283000,290000,287450,284900,265000,269000,283950,290000,292500,290000,290000,292500,295000,290999,295000,290999,297500,302500,295000,300000,315000,295000,312500,316500,298000,285000,273000,273000,275000
394631,531,"Gillette, WY",msa,WY,205000,205000,205000,205000,208000,210000,210000,208700,210000,210000,209900,210000,209900,210000,210000,212900,215000,215000,215000,216500,219250,219900,224900,219900,225000,225000,224950,222000,224900,222450,222450,219900,219900,218000,215000,215000,215000,215000,215000,219000,219000,215500,215000,215000,215000,215000,210000,209950,210000,214900,213900,212000,210000,209000,209450,213900,208900,212900,213900,219000,215000,214900,212000,215000,219900,215000,219450,220000,220000,221500,225000,225000,225000,223900,223000,228500,225500,225000,220000,220950,219900,219000,219900,219900,221950,220000,221450,225000,225000,220000,222000,225000,227000,225000,225000,225000,229000,230450,229000,229900,229000,229000,229900,229000,229000,225000,229450,225000,225000,225000,210000,209900,215000,215000,217000,219000,225000,225000,225000,225000,229000,225000,225000,225000,225750,229900,229000,229500,226750,226750,226750,227450,227450,227900,225000,225000,225000,219900,225000,225000,225000,224950,229000,225000,225500,225000,225000,225000,225000,221700,221700,219900,215000,215450,216700,219900,224900,217200,224900,219900,217000,219900,219950,220000,223900,229800,229900,230000,235000,235000,229900,227450,234450,229200,230950,235000,239550,229900,236500,244900,249900,250000,249900,249900,249950,257900,259450,259450,250000,255000,250000,249900,249900,249900,260000,253900,251950,255000,249900,245450,249500,249900,250000,255900,269400,268450,269900,279000,273500,274900,305000,319900,315900,314000,299900,304900,317450,319900,319900,312450,309900,309900,315000,328900,339900,330000,345000,330000,345000,310000,294450,310000,325000,319500,326000,332500,347450,345000,335000,345000,359000,335000,344999,349900,349950,365400,360000,360000,361950,360000,359950,369450,375000,385000,375900,360000,360000,375000,359900,367500,379900,375450,360000,375450,426521,420000,419950,427761,399900,410400,420000,419950,379900,399000,394450,382450,379500,410400,423950,417400,409500,399900,389000,374450,398750,399900,399900,397000,375000,392000,372000,399900,390000,399900,399900
395136,532,"Sturgis, MI",msa,MI,168000,166950,164900,164900,174900,172450,168000,175000,174950,175000,186000,185000,185000,185000,186000,198900,200000,209950,220000,212450,216950,209900,203000,209450,199000,198900,197850,194925,191000,190450,185000,175900,179900,185000,179900,190000,179900,179900,185000,177450,180400,183550,185000,182950,177400,174900,169900,168500,164900,166450,168500,168000,160000,170000,172000,174900,174900,177400,185000,184000,187000,184000,178600,179900,185000,189250,194000,196250,199950,199900,212500,212450,199900,199900,199900,209900,195000,199900,195000,193950,194900,189900,199000,194450,199000,199900,199900,194900,187000,189000,189900,184950,179900,179900,184000,179000,179450,179900,179450,170950,164900,164900,175000,184000,179900,184900,184950,184900,181200,184450,188500,185000,185000,185450,189900,192400,192400,199500,209000,199500,194900,199500,194950,194950,205000,210000,199950,225000,229000,229000,229000,225000,217400,207450,225000,234894,227000,214900,215000,194900,173500,172450,168450,172400,164500,159900,159700,170000,169950,169700,170000,169900,151200,154900,154900,153700,149900,147400,159000,159000,159450,167950,164200,164900,167950,159900,172200,167150,175000,188700,189900,182200,189900,189900,182450,189900,189900,189950,199900,219900,225000,242450,242450,236750,234000,237750,235950,229950,229900,199900,185000,194950,189950,182500,195700,199900,212500,192450,195000,187500,206944,179900,175000,179900,179900,184900,174200,179900,172400,159900,159900,164900,162400,169900,184900,197000,189900,189900,199000,205950,195000,204450,234900,250000,269900,250000,250000,249000,239000,242450,249900,249900,239000,246500,247450,239900,249900,234450,215000,199900,216250,199900,239000,213500,217500,236894,224950,220000,215000,214950,210000,210000,199000,202500,204500,199000,200000,199950,200000,199450,195000,198000,199900,197000,199900,204950,199900,215850,229950,219850,249000,,200000,205000,239450,244000,262450,239000,220000,250000,240000,255000,274999,269450,279900,279900,262400,259000,252400,264900,240000,244444,261950,269950,246450
395044,533,"Rutland, VT",msa,VT,199500,199900,213750,210000,210600,215000,219450,210000,213750,210000,215000,215000,210000,219900,219700,219900,219900,219700,219900,224900,219900,215000,212450,209450,209450,219000,219000,217000,219900,224900,226500,224900,224950,228250,229000,229000,225000,224900,224900,224900,224900,224900,228750,225000,224900,225000,224900,224900,224950,226000,225000,225000,225000,229000,229000,229000,229900,231250,230000,229900,229000,228500,229000,229000,228500,228500,226000,225000,229000,227000,229900,229900,229900,229000,229900,229000,229450,234900,235000,239000,235000,235000,235000,235000,240000,235000,239000,239000,239000,239000,239900,239000,239900,239950,239900,235000,235000,235000,235000,233250,235000,235000,239000,239000,235000,235000,231700,235000,239450,239000,244500,243500,245000,239000,242500,247000,249000,249000,249900,250000,250000,250000,259000,250000,250000,259000,250000,254500,250000,252250,249950,254500,259000,251500,259000,258000,250000,250000,249500,245000,249900,245000,245000,249900,259900,255000,259000,249000,250000,250000,249900,252500,249450,249000,247000,249000,249000,249900,257500,250000,255000,239900,242450,249900,273500,272000,269500,269000,265000,276950,275000,279000,279000,281750,269000,275000,270000,269000,270000,279250,282200,289000,284750,289000,299450,299000,297000,299900,309500,319000,325000,309000,325000,335000,325000,349500,349000,350000,349000,395000,377500,360000,349500,329250,325000,309950,317200,317200,322250,325000,304900,299000,299000,299000,330000,299000,287900,299000,315000,315000,325000,320000,325000,307000,299000,299000,310000,310000,310000,309500,319250,325000,330000,329250,329000,329000,335000,350000,349950,329000,329000,326950,349000,340000,325000,317000,299998,299900,299000,299900,299998,300000,310000,299900,299000,300000,300000,299950,309900,299450,299000,284450,279000,289000,292900,275000,275000,275000,292450,327000,320000,322500,327500,334950,325000,325000,340000,342000,325000,299900,307500,327450,342000,352500,416500,350000,359000,399900,394450,375000,387000,385000,389450,392450,399950
394509,534,"Crossville, TN",msa,TN,179900,180000,179900,179900,180000,189000,182000,185450,182000,189000,191950,195795,195795,192700,195845,192900,199900,199900,206450,205950,199900,189900,190450,189900,196845,199900,198250,197250,197500,195000,195000,194950,198750,198500,199450,198750,199900,199450,200000,199900,200000,200000,202500,208000,205450,210000,210000,210000,212000,214500,210000,205450,212000,213250,215000,215000,209500,199000,198000,199900,,220000,219950,214900,215000,218000,218000,219500,211000,215000,219900,224900,225000,224950,227000,229900,229900,234000,239500,239500,239900,239900,239900,239900,239250,239000,235500,235900,231285,229000,225000,224900,229900,229900,219900,222900,224900,229000,229000,225250,225000,223450,229000,229000,225000,229900,229000,229000,225000,227250,227250,225000,227250,225000,227200,229700,229200,225000,221000,219900,225000,229900,239500,239900,239500,234500,234000,239500,239900,243465,249900,255000,242215,236500,234714,232500,239500,247200,240950,237450,253750,259950,264900,264900,272000,264950,249900,249900,254950,256250,249900,238750,238500,239450,253500,249000,236715,,173000,177400,174950,173000,169900,167950,172950,173000,179900,175000,184900,215450,227000,249900,249450,235000,240000,250000,250000,249000,259900,269450,256500,250000,267450,275000,269900,274950,293280,287000,279950,279000,269900,279900,275000,259900,265000,267000,269900,274500,275000,275000,277000,285000,284500,275000,282200,284500,284715,284500,284715,274950,274950,284500,282250,284500,294900,294450,284500,,299900,289000,289000,299900,299900,315000,300000,300000,300000,316250,317000,322450,320000,324900,325000,345000,349500,348250,343200,341450,343900,349250,349700,349000,347500,344900,325000,338900,338950,339929,347000,349000,340000,349000,344950,338900,345000,349000,344900,333900,334950,329900,325000,327000,335000,339900,331825,345000,335000,347500,337000,330000,339750,340000,340000,349000,332625,349000,345500,329000,339000,344900,358000,349900,349900,339000,349900,349900,349900,344900,345000,339900,350000,359000,350000,350000,350000
845162,535,"Granbury, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379500,429900,412000,399000,409000,425700,439000,445000,422500,444000,450000,459700,449750,459950,465000,460000,467000,459650,459000,455000,450000,450000,450000,454500,459250,452000,449000,455000,450000,449000,450000,449250,450000,449450,449900
395071,536,"Sayre, PA",msa,PA,140000,142000,144500,144000,144900,144000,139900,134900,139450,135000,139900,144450,144900,144000,144000,144000,144466,144900,144900,144900,149000,149000,149000,154950,154950,149900,155000,159900,164000,155000,157900,158000,155000,155000,159000,155000,155000,155000,149900,152000,149900,149900,149900,155000,159900,155000,159900,159900,156750,154700,151500,150750,149400,149900,149900,154900,154900,150000,154900,159500,159000,159900,159900,159250,159900,164900,164900,165000,165000,165000,165000,165000,164900,159500,157900,159700,159900,159200,159200,159900,159450,159700,159000,160000,160000,163700,163750,166450,169900,169450,165000,165000,166250,170000,170000,173900,175000,175000,175000,175650,178000,178000,175000,175000,175000,172450,172000,173450,174950,175000,175000,175000,177000,184900,185000,185000,186500,188500,185000,188000,188500,185000,185000,185000,185000,185000,185000,185000,188000,189000,188000,189500,189500,187450,184950,189000,189000,185000,177000,176500,176500,173500,170500,169000,164500,154900,154950,152000,152000,155000,155000,162000,164500,164500,169900,174950,171200,166750,167500,167250,165000,168500,174500,165000,165500,174500,178800,178800,176650,183120,180500,184239,174500,180000,184500,175000,175000,166500,179900,176200,166500,174450,169777,167000,162500,165000,167000,169450,167000,165000,169500,169250,162450,164900,159900,162500,164000,165000,174900,175000,174900,174900,175000,174900,173450,174900,174950,175000,174950,175000,175000,174900,174900,175000,184900,192450,189500,189900,195000,195000,199900,189900,189900,189900,189900,189900,189900,199900,209000,204500,199450,193450,189450,188700,185000,189900,197000,189900,189900,190950,192500,193700,190000,189900,189475,186700,186700,189900,189900,,,193250,189900,189900,189900,184200,180000,179900,184900,184200,184900,186950,184200,189000,189000,189250,189000,179900,179000,177000,179450,180000,175000,179450,189900,194000,190000,192500,187000,197500,197500,198750,197500,189000,197750,207000,190000,189500,189000,189250,200000,189250,189000,189000,187000
395049,537,"Salina, KS",msa,KS,129950,137950,149000,147000,150000,147000,150000,150000,154900,159900,143400,145000,150000,150000,147500,160700,157500,158500,159900,158000,158250,155000,145000,139450,149000,153950,150000,145000,145000,146000,145000,145000,147500,145000,145000,144900,139900,145500,145000,150000,155000,150000,160000,159900,161250,156250,154450,147200,147200,147900,154900,154900,155000,158950,149450,145000,144900,140000,129500,136500,142500,143250,165000,161000,165000,184000,177000,169250,179000,184000,185000,175000,172450,162900,161000,165000,169900,160500,158000,150000,154900,154900,154900,149900,148000,146950,148900,144500,150750,150750,143500,144450,146400,145000,142500,144950,147450,149900,147450,144000,143000,137000,125000,127000,130950,137000,140950,143000,138000,138500,139950,129900,129900,144000,153000,154800,144900,153000,144900,149900,149900,149950,144000,142500,140450,145000,145000,140000,144000,142000,135900,132500,129000,132150,132400,134900,135000,148000,127000,115000,122500,129000,134000,115000,112500,117450,119900,110500,111950,115000,117000,111000,105000,108700,107500,109900,108700,124900,119700,124900,118250,119700,149000,150000,150000,142400,149950,165000,145000,130000,141000,124280,141200,130000,133500,135000,135000,129950,127688,129500,125000,124640,120000,115000,120000,119500,114500,109900,115000,115000,115000,117500,119900,120000,120000,120000,121000,117450,95000,89000,90000,99900,101400,97500,99450,99000,97500,96000,95000,96000,95000,89000,86500,89000,89500,91000,90500,91000,87500,89000,91000,91000,99200,95000,99000,95000,89950,95250,99700,108950,103000,90000,,129900,144950,149000,149000,147450,135000,132000,144975,145000,152450,174900,149450,144900,144950,152450,147000,141950,144950,144950,149250,159000,159000,149900,149000,145750,150000,154500,150000,164900,167500,159000,150000,149950,165450,165000,165000,172500,175000,160000,175000,177000,170000,179000,179450,177250,170000,179000,174950,172450,175250,174900,194000,214500,200000,190000,190000,176500,176500,177750,184000,190000,199900
753903,538,"Marietta, OH",msa,OH,159339,159339,159620,159900,159900,159339,159620,159339,159000,159620,159000,154900,151950,149000,159000,167900,168250,168900,168250,169450,168950,174900,170000,169450,172000,174900,174900,175000,175000,174950,174900,170000,169900,169900,169900,169900,169900,169900,169000,169000,164900,166500,168000,168000,168950,169900,169900,169000,169000,168200,168200,168200,160000,160000,155000,157450,155000,155000,155000,160000,160000,155000,155000,155000,155000,164900,165900,167400,164900,168450,177000,176000,165900,175000,179900,183950,179900,185450,185950,189000,185000,184950,185000,184900,184900,185000,185000,187500,185900,188250,189000,185900,185000,185000,180000,179450,179000,179000,170000,169900,165000,164750,165450,166700,169000,166700,165450,168250,165900,160000,160000,159900,160000,165000,164950,165000,165450,162450,165000,160000,160000,165000,169450,166700,168000,169900,179000,179900,179900,180450,184500,182750,184500,185200,189995,193700,195000,195000,195000,187500,192500,197500,192500,197950,199900,195500,192500,191250,196000,197950,205000,205000,199900,205000,210000,207500,207500,196000,,229000,217450,214400,214900,219900,213900,198500,199000,196250,199000,211950,214900,214000,219950,214500,204000,199900,199450,214000,199000,199900,204950,190000,185000,187000,179900,177000,173000,179000,174000,170000,174500,175000,172450,167000,159900,159000,169000,169500,164700,159000,159900,159000,159000,164900,162450,159950,169900,174500,181250,174500,169900,170000,169000,162450,169500,168000,159900,165000,168950,174900,169900,175000,177450,163000,172200,175000,186200,182900,198450,198000,189900,198900,196500,192500,189900,199000,191900,189950,189000,189900,189000,185900,199000,199900,199900,199000,189000,204900,210000,205000,199900,210000,210000,212000,210000,207000,207000,205500,209950,209950,205500,212450,210000,212500,224900,209950,209950,218000,202950,206000,206000,210000,212500,210000,219450,235750,240000,239950,224550,224600,237000,235000,233750,239000,235000,242450,245000,245000,249900,249900,249900,261950,249900,255950,249900
394591,539,"Fergus Falls, MN",msa,MN,188000,199700,204900,204900,204900,217900,224900,219900,229900,227450,239900,239900,239450,237000,249450,255450,249450,249900,249900,249900,249950,250000,259000,255500,255500,259250,262500,259000,259900,269900,269900,269900,265000,264900,259450,259450,259000,259450,257000,250000,249944,249900,249987,251450,251450,249987,245000,240000,244950,245000,244900,239900,238950,229900,229000,229700,236000,239900,239994,240000,239994,239987,239987,247000,249900,260000,259950,269000,262500,265450,264950,259400,249900,249900,259950,266450,269900,269900,269900,259950,262500,263700,257000,259000,259000,255000,249950,254950,250000,249900,249900,249700,249900,249500,248250,249000,249000,250000,249950,249900,249500,249700,254900,254900,249900,249950,249850,249850,247200,239000,244900,249500,249675,240000,234900,235000,239450,239000,239900,239900,249900,250000,259000,265000,268500,272900,269950,274000,274000,277000,274900,279000,279450,272900,269900,269900,269900,269900,269900,269900,275000,272450,259900,259900,259900,259900,259900,249000,239900,238000,239900,231000,239450,239900,242000,242000,218500,202400,188250,189000,189900,189900,195000,225000,239900,249900,259900,246500,249900,249900,239950,249900,249900,249900,259900,249900,229000,227000,229950,245900,237500,249900,249900,259450,249900,249900,249900,249900,259000,259000,246500,249000,247000,249950,259900,259000,249900,239000,229000,229000,229000,227000,225000,217450,210000,209900,210000,210000,210000,210000,210000,214900,225000,228000,229000,239900,249450,260400,249900,249900,248500,246400,249450,269900,269900,282450,290000,302500,322250,311000,299000,279900,279900,279950,298250,299000,299500,299000,299900,299900,299900,290000,279900,289900,289450,287950,275000,272448,260000,259900,269900,274900,273700,275500,289900,299900,289900,299900,300000,300000,288450,294900,292450,275900,297488,290000,290000,299000,300000,299999,309000,300000,329900,349900,335000,357500,349700,346950,349900,357000,359900,375000,349950,350000,375000,379900,387000,379900,379000,384900,397450,398500,398750,399250,398500
394362,540,"Barre, VT",msa,VT,265000,260000,267000,272000,275000,273250,274900,273250,274750,275000,279000,279450,274000,276750,275000,278750,276750,278500,279000,285000,287000,299000,297000,299000,293250,290000,279900,279900,279900,275000,275000,274950,269900,272900,269900,272900,275000,274900,277450,275000,275000,279900,279900,282900,277450,288000,279900,275000,275000,279900,289700,292500,292500,289500,289000,284000,279500,288000,284900,284950,285000,284000,284450,275000,269000,260000,265000,269000,266500,272500,279900,279900,282450,279900,285000,285000,285000,285000,285000,289900,292000,293500,292000,295000,295000,298900,290000,289900,292850,295000,295000,298900,290000,292850,295000,294350,288750,298800,295000,294350,295000,299000,299000,299000,299000,299000,299000,299000,296350,299000,299900,299000,299000,299450,299900,299000,311250,299900,299000,299950,312500,299950,299900,299900,299900,299450,299000,299500,299900,299000,299000,299000,299000,307750,315000,299900,317450,317000,325000,319900,325000,325000,325000,319500,307250,299900,299900,299900,292500,302500,325000,309000,302500,300000,299700,299500,292000,270000,300000,300000,275000,299900,300000,310000,350000,329000,325000,389000,350000,355000,370000,365000,369000,338000,325000,344500,315000,310000,310000,312500,317500,317500,299950,315000,310000,319000,324950,317450,315000,299500,300000,329000,329450,325000,279500,279500,274700,279450,289000,269900,269000,284900,288000,284900,336900,318450,300000,290000,274900,269000,269900,262000,295000,300000,295000,295000,300000,280000,280000,339950,354495,272000,300000,349900,349950,365000,384500,395000,395000,375000,370000,350000,397000,424900,384500,362450,350000,375000,359000,357000,352000,369500,389000,375000,375000,375000,373500,359000,375000,352000,359500,350000,356500,359500,349000,351500,349000,350000,364500,375000,382500,412000,404750,365000,359000,359000,372500,395000,350000,354500,350000,350000,367000,450250,469000,438000,355000,352500,395000,422500,429000,462000,442500,450000,489000,518000,475000,475000,485000,490250,490250,517000,514000,468500,435000
394618,541,"Fremont, OH",msa,OH,110000,109900,113200,113500,112900,115000,114900,117000,117000,119700,127900,117000,122500,125950,129400,129900,129900,130000,129900,134900,134900,137500,135500,129900,129450,136000,132000,139900,139950,139900,135700,139500,141250,135500,135000,129900,134250,131000,124900,119900,117450,119950,118700,115000,107200,107900,115950,107900,107200,107500,106500,106500,105000,106500,114500,114500,118500,114900,114900,119900,119500,119500,124950,127500,128250,127000,129000,129900,129900,129900,130000,129900,129450,128950,129000,126450,125900,124000,128500,129900,134000,129000,131950,129900,136950,138250,139000,134900,135000,134700,130000,138200,136950,134900,130000,135000,135000,135000,134950,136000,133900,134900,137200,135000,137200,137000,137000,134400,119000,119450,119500,120000,120000,120000,126850,125000,130950,120000,120000,115000,120500,124900,122500,120500,124900,125000,144000,135000,141250,134900,135000,134900,137450,130000,142500,145000,139950,151450,131250,129950,122450,125000,127250,130000,136200,129900,124900,119900,112500,114000,117000,119000,115000,124900,124950,108900,108900,123950,124900,119900,119900,121500,99999,128000,130000,119900,118500,114250,135450,150000,142500,135000,160000,177750,161900,176500,153750,161250,168500,160000,160000,175000,160000,165000,160000,168000,169900,185500,175000,175000,167900,154000,159500,169900,150000,142000,162400,140000,142000,142000,154500,145000,137500,132900,139950,129900,128150,129900,129900,134950,156950,150000,164900,172450,145000,136250,158450,149900,127450,142900,145000,146450,163000,160400,146250,143750,147500,179900,169900,175000,169900,175000,157200,159900,149900,145000,145000,145000,142450,145950,139900,139900,139900,145000,155000,158450,157000,149900,149000,159950,159900,154900,161200,154950,163500,154950,157500,154950,154900,149900,148950,140000,140000,143750,149000,149000,149450,144900,148500,179900,179900,152450,162450,165000,167500,182900,165000,179000,202450,207000,215000,225500,225500,225000,219000,199900,191000,199999,193000,222500,212450,217450,225000,222450,219900
394939,542,"Oneonta, NY",msa,NY,179000,175000,169900,169900,169900,170000,172500,169900,169950,170000,169900,178000,179000,179000,175000,175000,172000,175000,179900,179900,187000,187000,188350,189000,189700,189800,180000,189000,189800,189000,189900,183000,179900,182500,183000,184950,189000,189000,189000,189000,189800,189900,189900,189500,189800,189700,185000,185000,185000,185000,185000,189000,185000,179900,184900,185000,185000,189900,194500,189950,187000,190000,192500,199900,199900,210000,209500,209000,213750,210000,213750,219000,219900,224900,224900,219900,219000,219900,226000,225000,215450,215000,209950,206500,205000,200000,199900,199000,199000,199000,198000,198000,199000,199000,199000,199000,199000,198500,189450,185450,180000,179900,179900,179000,179000,179000,179000,179000,179000,180000,180000,182500,189000,189000,189000,189000,189000,189000,189000,189000,189900,189900,189950,189250,189950,189900,191250,194750,196500,198000,192500,198000,198000,189900,189900,189450,189000,194900,187500,195000,195000,207900,200000,208950,200000,198750,193900,189900,184500,184700,185750,185750,188000,189000,189000,189000,182500,180000,180000,180000,181000,182500,185000,183000,189000,199000,198500,205000,205000,209900,209950,201000,202000,201000,206450,207900,219950,229000,229000,249000,246250,249000,244900,248500,240000,239000,239000,235000,230000,229000,225000,226500,228000,229000,232500,225000,225000,219700,225000,225000,225000,219700,209750,219500,219000,200000,200000,199950,200000,199900,199900,199000,199900,199000,209750,199000,199000,199000,199000,200000,205000,209000,225000,234450,200000,224500,220000,239000,239900,239000,248500,249000,249000,239900,239450,239000,245000,245000,239000,239900,239900,247000,249000,245000,245000,247000,245000,235900,240000,259000,245000,239500,239000,229950,232500,225000,222900,224900,225000,225000,224900,220600,219900,215000,215900,219000,218300,220000,220000,220000,220000,219000,225250,229000,229000,230000,229000,229450,239900,237000,240950,249500,250000,259000,259900,265000,265000,269000,269000,265000,250000,250000,252500,260000,259000
